no,company,location,sector,part,career_url,ats
428,Wunder Mobility,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
429,Door2Door,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
430,BVG Digital,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
431,Deutsche Bahn Digital Ventures,Berlin / Frankfurt,"Travel, Mobility & Logistics Tech",research_lead,,
432,DHL IT Services Germany,Bonn / multiple,"Travel, Mobility & Logistics Tech",research_lead,,
433,FreightHub,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
434,Seven Senders,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
435,InstaFreight,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
436,Hive,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
437,Warehousing1,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,
438,Shipcloud,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
439,LetMeShip,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
440,Cargonexx,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
441,Flexport Germany,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
442,Maersk Germany,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
443,Hapag-Lloyd IT,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
444,Hellmann Worldwide Logistics,Osnabrück,"Travel, Mobility & Logistics Tech",research_lead,,
445,Rhenus Logistics,Holzwickede,"Travel, Mobility & Logistics Tech",research_lead,,
446,FIEGE Logistik,Greven,"Travel, Mobility & Logistics Tech",research_lead,,
447,Dachser IT,Kempten,"Travel, Mobility & Logistics Tech",research_lead,,
448,Lufthansa Systems,Frankfurt / Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,
449,NavVis,Munich,"Travel, Mobility & Logistics Tech",research_lead,,
450,Aleph Alpha,Heidelberg,"AI, Data, Climate & DeepTech",research_lead,,
451,Black Forest Labs,Freiburg,"AI, Data, Climate & DeepTech",research_lead,,
452,Jina AI,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
453,deepset,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
454,Merantix,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
455,Aignostics,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
456,Cambrium,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
457,Taktile,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
458,Konux,Munich,"AI, Data, Climate & DeepTech",research_lead,,
459,Celonis AI,Munich,"AI, Data, Climate & DeepTech",research_lead,,
460,H2O.ai Germany,Berlin / remote,"AI, Data, Climate & DeepTech",research_lead,,
461,Dataiku Germany,Frankfurt / Munich,"AI, Data, Climate & DeepTech",research_lead,,
462,DataRobot Germany,Munich,"AI, Data, Climate & DeepTech",research_lead,,
463,Weights & Biases Germany,Berlin / remote,"AI, Data, Climate & DeepTech",research_lead,,
464,Hugging Face Germany,remote,"AI, Data, Climate & DeepTech",research_lead,,
465,Paretos,Heidelberg,"AI, Data, Climate & DeepTech",research_lead,,
466,Mostly AI Germany,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
467,Teraki,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
468,Brighter AI,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
469,Twenty Billion Neurons,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
470,Zalando Research,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
471,Bosch Center for AI,Renningen,"AI, Data, Climate & DeepTech",research_lead,,
472,SAP AI,Walldorf / Berlin,"AI, Data, Climate & DeepTech",research_lead,,
473,Siemens AI Lab,Munich,"AI, Data, Climate & DeepTech",research_lead,,
474,E.ON Digital Technology,Essen / Berlin,"AI, Data, Climate & DeepTech",research_lead,,
475,Tado,Munich,"AI, Data, Climate & DeepTech",research_lead,,
476,Greenlyte Carbon Technologies,Essen,"AI, Data, Climate & DeepTech",research_lead,,
477,Climeworks Germany,Cologne / remote,"AI, Data, Climate & DeepTech",research_lead,,
478,Plan A,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
479,Sweep Germany,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
480,Klima.Metrix,Berlin,"AI, Data, Climate & DeepTech",research_lead,,
481,EcoG,Munich,"AI, Data, Climate & DeepTech",research_lead,,
482,Electrochaea,Munich,"AI, Data, Climate & DeepTech",research_lead,,
483,Voltfang,Aachen,"AI, Data, Climate & DeepTech",research_lead,,
484,Sonnen,Wildpoldsried / Berlin,"AI, Data, Climate & DeepTech",research_lead,,
485,Next Kraftwerke,Cologne,"AI, Data, Climate & DeepTech",research_lead,,
486,Vattenfall Digital,Berlin / Hamburg,"AI, Data, Climate & DeepTech",research_lead,,
487,RWE Supply & Trading Tech,Essen,"AI, Data, Climate & DeepTech",research_lead,,
488,Uniper IT,Düsseldorf,"AI, Data, Climate & DeepTech",research_lead,,
489,EWE Digital,Oldenburg,"AI, Data, Climate & DeepTech",research_lead,,
490,Octopus Energy Germany,Munich / Berlin,"AI, Data, Climate & DeepTech",research_lead,,
491,CureVac,Tübingen,"HealthTech, MedTech & Life Sciences",research_lead,,
492,Fresenius Digital Technology,Bad Homburg,"HealthTech, MedTech & Life Sciences",research_lead,,
493,Carl Zeiss Meditec,Jena,"HealthTech, MedTech & Life Sciences",research_lead,,
494,Clue,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
495,Maven Clinic Germany,Berlin / remote,"HealthTech, MedTech & Life Sciences",research_lead,,
496,Docplanner Germany,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
497,Patient 21,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
498,Avi Medical,Munich,"HealthTech, MedTech & Life Sciences",research_lead,,
499,TeleClinic,Munich,"HealthTech, MedTech & Life Sciences",research_lead,,
500,Doctorly,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
501,Zava Germany,Hamburg,"HealthTech, MedTech & Life Sciences",research_lead,,
502,Caspar Health,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
503,Kenbi,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
504,Medwing,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
505,AMBOSS,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
506,Nelly Solutions,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
507,Caresyntax,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
508,x-cardiac,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,
509,Varian Germany,multiple,"HealthTech, MedTech & Life Sciences",research_lead,,
510,Philips Germany,Hamburg / Böblingen,"HealthTech, MedTech & Life Sciences",research_lead,,
511,GE HealthCare Germany,Munich / multiple,"HealthTech, MedTech & Life Sciences",research_lead,,
512,Roche Germany,Mannheim / Penzberg,"HealthTech, MedTech & Life Sciences",research_lead,,
513,Abbott Germany,Wiesbaden,"HealthTech, MedTech & Life Sciences",research_lead,,
514,Johnson & Johnson MedTech,multiple,"HealthTech, MedTech & Life Sciences",research_lead,,
515,Thermo Fisher Scientific Germany,multiple,"HealthTech, MedTech & Life Sciences",research_lead,,
516,B. Braun,Melsungen,"HealthTech, MedTech & Life Sciences",research_lead,,
517,Evotec,Hamburg,"HealthTech, MedTech & Life Sciences",research_lead,,
518,Synlab,Munich,"HealthTech, MedTech & Life Sciences",research_lead,,
519,Limbach Gruppe,Heidelberg,"HealthTech, MedTech & Life Sciences",research_lead,,
520,ZF Friedrichshafen,Friedrichshafen,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
521,Valeo Germany,multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
522,Forvia Hella,Lippstadt,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
523,Magna Germany,multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
524,Tesla Gigafactory,Grünheide,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
525,Lucid Motors Germany,Munich,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
526,BMW Car IT,Munich / Ulm,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
527,Volkswagen Infotainment,Bochum,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
528,IAV,Berlin / Gifhorn,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
529,EDAG,Fulda / multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
530,Bertrandt,Ehningen / multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,
