no,company,location,sector,part,career_url,ats
314,Productsup,Berlin,German SaaS & Enterprise Software,research_lead,https://www.productsup.com/careers/,generic
315,Remerge,Berlin,German SaaS & Enterprise Software,research_lead,https://remerge.com/careers,generic
316,Keboola,Berlin / remote,German SaaS & Enterprise Software,research_lead,https://www.keboola.com/about/this-is-keboola,generic
317,Deutsche Telekom IT,Bonn / multiple,German SaaS & Enterprise Software,research_lead,,needs_review
318,T-Systems,multiple,German SaaS & Enterprise Software,research_lead,https://www.t-systems.com/de/en/company/careers,generic
319,msg systems,multiple,German SaaS & Enterprise Software,research_lead,https://msgsystems.com/careers,generic
320,Materna,Dortmund / multiple,German SaaS & Enterprise Software,research_lead,https://www.materna.de/en#c5403,generic
321,adesso,multiple,German SaaS & Enterprise Software,research_lead,https://www.adesso.de/de/jobs-karriere/einstiegsmoeglichkeiten/index.jsp,generic
322,GFT Technologies,Stuttgart / multiple,German SaaS & Enterprise Software,research_lead,https://www.gft.com:443/sg/en/career,generic
323,Etsy,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
324,Wayfair,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
325,Westwing,Munich,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.westwing.com/careers/,generic
326,Home24,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
327,Breuninger,Stuttgart,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.breuninger.com/de/,needs_review
328,Flaconi,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.flaconi.de/karriere/en/,generic
329,Mister Spex,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://corporate.misterspex.com/de/karriere/,generic
330,Fashionette,Düsseldorf,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.fashionette.de/static/jobs,generic
331,Chrono24,Karlsruhe / Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
332,mobile.de,Berlin / Kleinmachnow,"E-commerce, Marketplace & Consumer Tech",research_lead,https://mobile-de.com/careers,generic
333,Momox,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.momox.com/careers,generic
334,rebuy,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.rebuy.de/,needs_review
335,Grover,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.grover.com/de-de,needs_review
336,Back Market,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.backmarket.com/en-us,needs_review
337,rebell,Hamburg,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.rebell.com/,needs_review
338,KoRo,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.koro.com/bede/career,generic
339,Foodspring,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
340,Flink,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
341,Picnic,Düsseldorf / multiple,"E-commerce, Marketplace & Consumer Tech",research_lead,https://vipbrokerage.com/picnic/careers,generic
342,Wolt Germany,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://careers.wolt.com/en,generic
343,Uber,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://jobs.uber.com/en/,generic
344,Bolt,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://bolt.de/careers,generic
345,Getir Germany,Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
346,Zooplus,Munich,"E-commerce, Marketplace & Consumer Tech",research_lead,https://careers.zooplus.com,generic
347,DocMorris,Berlin / Aachen,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.docmorris.de/,needs_review
348,Shop Apotheke / Redcare Pharmacy,Cologne / remote,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
349,Thalia,Hagen / Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://thalia.com/,needs_review
350,Spread Group,Leipzig,"E-commerce, Marketplace & Consumer Tech",research_lead,,needs_review
351,Mymuesli,Passau / Berlin,"E-commerce, Marketplace & Consumer Tech",research_lead,https://www.mymuesli.com/,needs_review
352,Scalable Capital,Munich / Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://de.scalable.capital:443/careers,generic
353,Moss,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://moss.com/why-moss/,generic
354,Penta,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://penta.com/careers-at-penta/,generic
355,Qonto Germany,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://qonto.com/en/careers,generic
356,Mollie,Munich / Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://www.mollie.com/,needs_review
357,Klarna Germany,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://www.klarna.com/careers,generic
358,Adyen Germany,Berlin / Munich,"FinTech, Banking & Insurance Tech",research_lead,https://careers.adyen.com/,generic
359,PayPal Germany,Berlin / Dreilinden,"FinTech, Banking & Insurance Tech",research_lead,https://www.paypal.com/us/home,generic
360,Stripe Germany,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://stripe.com/careers,generic
361,Wise,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://wise.jobs/,generic
362,Revolut Germany,Berlin / remote,"FinTech, Banking & Insurance Tech",research_lead,https://www.revolut.com/careers/,generic
363,Moonfare,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://www.moonfare.com/us/careers,generic
364,Upvest,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://upvest.com/careers,generic
365,Finleap,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://finleap.com/,needs_review
366,Getsafe,Heidelberg / Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://www.getsafe.com/,needs_review
367,Friday,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://www.allianzdirect.de/karriere/,generic
368,Element Insurance,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://elementinsurance.com/careers,generic
369,Hepster,Rostock / Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://partner.hepster.com/de-de/unternehmen/karriere,generic
370,ERGO Technology & Services,Düsseldorf,"FinTech, Banking & Insurance Tech",research_lead,,needs_review
371,DKB,Berlin,"FinTech, Banking & Insurance Tech",research_lead,,needs_review
372,N26 Bank,Berlin,"FinTech, Banking & Insurance Tech",research_lead,https://n26bank.de/careers,generic
373,Euronext Germany,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,https://www.euronext.com/en/about/careers,generic
374,Baader Bank,Munich,"FinTech, Banking & Insurance Tech",research_lead,https://www.baaderbank.de/en/careers,generic
375,DWS Group,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,https://www.dws.com/en-us/,needs_review
376,BlackRock Germany,Frankfurt / Munich,"FinTech, Banking & Insurance Tech",research_lead,https://www.blackrock.com/us/individual,needs_review
377,Goldman Sachs Germany,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,,needs_review
378,JPMorgan Germany,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,https://www.jpmorgan.com/global,needs_review
379,Morgan Stanley Germany,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,,needs_review
380,Citi Germany,Frankfurt,"FinTech, Banking & Insurance Tech",research_lead,https://jobs.citi.com,generic
381,Avaloq,Berlin,"FinTech, Banking & Insurance Tech",research_lead,,needs_review
382,Worldline Germany,Frankfurt / Aachen,"FinTech, Banking & Insurance Tech",research_lead,https://worldline.com/,needs_review
383,Nexi Germany,Eschborn,"FinTech, Banking & Insurance Tech",research_lead,https://www.nexi.de/de,needs_review
384,Sunday,Hamburg,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
385,justDice,Hamburg,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.hugedomains.com/domain_profile.cfm?d=justdice.com/careers,generic
386,Adjust,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
387,Smaato,Hamburg,"AdTech, Gaming, Media & Entertainment",research_lead,https://verve.com/careers/,generic
388,Kayzen,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.domainmarkt.de/kayzen.de,needs_review
389,YOC,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://yoc.com/career,generic
390,PubMatic Germany,Hamburg / Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://pubmatic.com/careers/home/,generic
391,Criteo Germany,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
392,The Trade Desk Germany,Hamburg / Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://careers.thetradedesk.com/,generic
393,Magnite Germany,Hamburg,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.magnite.com/careers/,generic
394,Taboola Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.taboola.com/careers,generic
395,Outbrain Germany,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.teads.com/teads-careers/,generic
396,AppLovin Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://applovin.com/en/careers,generic
397,Unity Technologies Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://unity.com/careers,generic
398,King,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.king.com/,needs_review
399,Riot Games Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.riotgames.com/en,needs_review
400,Ubisoft Germany,Düsseldorf / Mainz / Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.ubisoft.com/en-us/company/careers,generic
401,Crytek,Frankfurt,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.crytek.com/career,generic
402,GameDuell,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.gameduell.com/gd/,needs_review
403,YAGER,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://yager.de/careers/,generic
404,Travian Games,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.traviangames.com/en/career,generic
405,HandyGames,Giebelstadt,"AdTech, Gaming, Media & Entertainment",research_lead,https://handygames.de/,needs_review
406,Deep Silver,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.deepsilver.com/,needs_review
407,Keen Games,Frankfurt,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.keengames.com/jobs,generic
408,Remote Control Productions,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,http://hanszimmer.com/careers,generic
409,Spotify Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://open.spotify.com/,needs_review
410,Deezer Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.deezerjobs.com/en/,generic
411,Universal Music Germany,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.universalmusic.com/careers/,generic
412,Bertelsmann Tech,Gütersloh / Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
413,RTL Technology,Cologne,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
414,ProSiebenSat.1 Tech,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
415,Axel Springer Tech,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
416,Ringier Axel Springer,Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
417,ZEIT Online,Hamburg / Berlin,"AdTech, Gaming, Media & Entertainment",research_lead,https://zeitonline.com/en/careers,generic
418,DER SPIEGEL Tech,Hamburg,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
419,Hubert Burda Media Tech,Munich,"AdTech, Gaming, Media & Entertainment",research_lead,,needs_review
420,Funke Digital,Berlin / Essen,"AdTech, Gaming, Media & Entertainment",research_lead,https://www.funke.de/de/karriere/,generic
421,Holidu,Munich,"Travel, Mobility & Logistics Tech",research_lead,https://www.holidu.com/careers,generic
422,Skyscanner Germany,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://www.skyscanner.com/sttc/px/captcha-v2/index.html?url=Lz8=&uuid=57e15840-a315-11f1-8491-68af9128f111&vid=/careers,generic
423,Lufthansa Group Digital,Frankfurt / Berlin / Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
424,Eurowings Digital,Cologne,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
425,TUI Tech,Hanover / Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://tuitech.com/careers,generic
426,Voi Germany,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://voi.com/,needs_review
427,Finn,Munich,"Travel, Mobility & Logistics Tech",research_lead,https://www.finn.com/de-DE/careers,generic
428,Wunder Mobility,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://www.wundermobility.com/en/company/careers,generic
429,Door2Door,Berlin,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
430,BVG Digital,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://www.bvg.de/de/karriere,generic
431,Deutsche Bahn Digital Ventures,Berlin / Frankfurt,"Travel, Mobility & Logistics Tech",research_lead,https://deutschebahnventures.de/,generic
432,DHL IT Services Germany,Bonn / multiple,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
433,FreightHub,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://careers.forto.com/,generic
434,Seven Senders,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://sevensenders.com/,needs_review
435,InstaFreight,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://www.cargomotion.io/,needs_review
436,Hive,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://hive.com/about,generic
437,Warehousing1,Berlin,"Travel, Mobility & Logistics Tech",research_lead,https://warehousing1.com/jobs,generic
438,Shipcloud,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://shipcloud.com/careers,generic
439,LetMeShip,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://www.letmeship.com/career/,generic
440,Cargonexx,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://www.cargonexx.com/,needs_review
441,Flexport Germany,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://www.flexport.com/company/careers/,generic
442,Maersk Germany,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,https://www.maersk.com/careers,generic
443,Hapag-Lloyd IT,Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
444,Hellmann Worldwide Logistics,Osnabrück,"Travel, Mobility & Logistics Tech",research_lead,https://hellmannworldwidelogistics.com/careers,generic
445,Rhenus Logistics,Holzwickede,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
446,FIEGE Logistik,Greven,"Travel, Mobility & Logistics Tech",research_lead,https://fiegelogistik.com/careers,generic
447,Dachser IT,Kempten,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
448,Lufthansa Systems,Frankfurt / Hamburg,"Travel, Mobility & Logistics Tech",research_lead,,needs_review
449,NavVis,Munich,"Travel, Mobility & Logistics Tech",research_lead,https://www.navvis.com/company/careers,generic
450,Aleph Alpha,Heidelberg,"AI, Data, Climate & DeepTech",research_lead,https://aleph-alpha.com/en/#companycareers,generic
451,Black Forest Labs,Freiburg,"AI, Data, Climate & DeepTech",research_lead,https://black-forest-labs.de/,needs_review
452,Jina AI,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://jinaai.com/,needs_review
453,deepset,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://www.deepset.ai/careers,generic
454,Merantix,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://www.merantix.com/,needs_review
455,Aignostics,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://www.aignostics.com/company/careers,generic
456,Cambrium,Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
457,Taktile,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://taktile.com/careers,generic
458,Konux,Munich,"AI, Data, Climate & DeepTech",research_lead,https://konux.com/careers-page/,generic
459,Celonis AI,Munich,"AI, Data, Climate & DeepTech",research_lead,,needs_review
460,H2O.ai Germany,Berlin / remote,"AI, Data, Climate & DeepTech",research_lead,https://h2oai.com/company/careers/,generic
461,Dataiku Germany,Frankfurt / Munich,"AI, Data, Climate & DeepTech",research_lead,https://www.dataiku.com/company/careers,generic
462,DataRobot Germany,Munich,"AI, Data, Climate & DeepTech",research_lead,https://www.datarobot.com/careers/,generic
463,Weights & Biases Germany,Berlin / remote,"AI, Data, Climate & DeepTech",research_lead,,needs_review
464,Hugging Face Germany,remote,"AI, Data, Climate & DeepTech",research_lead,https://apply.workable.com/huggingface,generic
465,Paretos,Heidelberg,"AI, Data, Climate & DeepTech",research_lead,https://paretos.com/,needs_review
466,Mostly AI Germany,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://mostlyai.com/,needs_review
467,Teraki,Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
468,Brighter AI,Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
469,Twenty Billion Neurons,Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
470,Zalando Research,Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
471,Bosch Center for AI,Renningen,"AI, Data, Climate & DeepTech",research_lead,,needs_review
472,SAP AI,Walldorf / Berlin,"AI, Data, Climate & DeepTech",research_lead,,needs_review
473,Siemens AI Lab,Munich,"AI, Data, Climate & DeepTech",research_lead,,needs_review
474,E.ON Digital Technology,Essen / Berlin,"AI, Data, Climate & DeepTech",research_lead,https://eontechnology.com/careers,generic
475,Tado,Munich,"AI, Data, Climate & DeepTech",research_lead,https://www.tado.com/en/jobs,generic
476,Greenlyte Carbon Technologies,Essen,"AI, Data, Climate & DeepTech",research_lead,,needs_review
477,Climeworks Germany,Cologne / remote,"AI, Data, Climate & DeepTech",research_lead,https://climeworks.com/careers,generic
478,Plan A,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://www.plana.de/karriere/,generic
479,Sweep Germany,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://sweep.com/careers,generic
480,Klima.Metrix,Berlin,"AI, Data, Climate & DeepTech",research_lead,https://climcycle.com/karriere/,generic
481,EcoG,Munich,"AI, Data, Climate & DeepTech",research_lead,,needs_review
482,Electrochaea,Munich,"AI, Data, Climate & DeepTech",research_lead,https://www.electrochaea.com/,needs_review
483,Voltfang,Aachen,"AI, Data, Climate & DeepTech",research_lead,https://voltfang.de/en/about-us/career/,generic
484,Sonnen,Wildpoldsried / Berlin,"AI, Data, Climate & DeepTech",research_lead,https://www.sonnen.de/karriere,generic
485,Next Kraftwerke,Cologne,"AI, Data, Climate & DeepTech",research_lead,https://www.next-kraftwerke.de/careers,generic
486,Vattenfall Digital,Berlin / Hamburg,"AI, Data, Climate & DeepTech",research_lead,https://careers.vattenfall.com:443/global/?utm_source=corporate&utm_medium=referral,generic
487,RWE Supply & Trading Tech,Essen,"AI, Data, Climate & DeepTech",research_lead,,needs_review
488,Uniper IT,Düsseldorf,"AI, Data, Climate & DeepTech",research_lead,,needs_review
489,EWE Digital,Oldenburg,"AI, Data, Climate & DeepTech",research_lead,https://www.ewe.com:443/en/careers,generic
490,Octopus Energy Germany,Munich / Berlin,"AI, Data, Climate & DeepTech",research_lead,https://octopusenergy.com/careers,generic
491,CureVac,Tübingen,"HealthTech, MedTech & Life Sciences",research_lead,https://www.curevac.com/curevac-is-now-part-of-the-biontech-group/,needs_review
492,Fresenius Digital Technology,Bad Homburg,"HealthTech, MedTech & Life Sciences",research_lead,,needs_review
493,Carl Zeiss Meditec,Jena,"HealthTech, MedTech & Life Sciences",research_lead,https://carl-zeiss-meditec.com/,needs_review
494,Clue,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://clue.com/,needs_review
495,Maven Clinic Germany,Berlin / remote,"HealthTech, MedTech & Life Sciences",research_lead,https://www.mavenclinic.com/careers,generic
496,Docplanner Germany,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://www.docplanner.com/careers,generic
497,Patient 21,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://patient21.com/jobs,generic
498,Avi Medical,Munich,"HealthTech, MedTech & Life Sciences",research_lead,https://www.avimedical.com/jobs/,generic
499,TeleClinic,Munich,"HealthTech, MedTech & Life Sciences",research_lead,https://teleclinic.com/careers,generic
500,Doctorly,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://www.doctorly.de/,needs_review
501,Zava Germany,Hamburg,"HealthTech, MedTech & Life Sciences",research_lead,https://zava.de/,needs_review
502,Caspar Health,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://www.caspar-health.de/karriere,generic
503,Kenbi,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://kenbi.de/careers,generic
504,Medwing,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,needs_review
505,AMBOSS,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://careers.amboss.com,generic
506,Nelly Solutions,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://www.getnelly.de:443/jobs,generic
507,Caresyntax,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,,needs_review
508,x-cardiac,Berlin,"HealthTech, MedTech & Life Sciences",research_lead,https://www.xcardiac.com/jobs,generic
509,Varian Germany,multiple,"HealthTech, MedTech & Life Sciences",research_lead,https://cancercare.siemens-healthineers.com/about-us/careers,generic
510,Philips Germany,Hamburg / Böblingen,"HealthTech, MedTech & Life Sciences",research_lead,https://www.careers.philips.com/na/en,generic
511,GE HealthCare Germany,Munich / multiple,"HealthTech, MedTech & Life Sciences",research_lead,https://www.gehealthcare.com/en-us,needs_review
512,Roche Germany,Mannheim / Penzberg,"HealthTech, MedTech & Life Sciences",research_lead,https://careers.roche.com/global/en,generic
513,Abbott Germany,Wiesbaden,"HealthTech, MedTech & Life Sciences",research_lead,https://www.abbott.com/en-us/homepage,needs_review
514,Johnson & Johnson MedTech,multiple,"HealthTech, MedTech & Life Sciences",research_lead,,needs_review
515,Thermo Fisher Scientific Germany,multiple,"HealthTech, MedTech & Life Sciences",research_lead,,needs_review
516,B. Braun,Melsungen,"HealthTech, MedTech & Life Sciences",research_lead,https://www.bbraun.com/en.html,needs_review
517,Evotec,Hamburg,"HealthTech, MedTech & Life Sciences",research_lead,https://careers.evotec.com/en,generic
518,Synlab,Munich,"HealthTech, MedTech & Life Sciences",research_lead,https://www.synlab.com/career/join-our-team,generic
519,Limbach Gruppe,Heidelberg,"HealthTech, MedTech & Life Sciences",research_lead,https://www.limbachgruppe.com/jobs/,generic
520,ZF Friedrichshafen,Friedrichshafen,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,needs_review
521,Valeo Germany,multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.valeo.com/en/careers/,generic
522,Forvia Hella,Lippstadt,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.hella.com/en/,needs_review
523,Magna Germany,multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.magna.com/careers,generic
524,Tesla Gigafactory,Grünheide,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://teslagigafactory.com/careers,generic
525,Lucid Motors Germany,Munich,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://lucidmotors.com/careers,generic
526,BMW Car IT,Munich / Ulm,"Automotive, Industrial, Robotics & Semiconductors",research_lead,,needs_review
527,Volkswagen Infotainment,Bochum,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.volkswagen-infotainment.com/de.html,needs_review
528,IAV,Berlin / Gifhorn,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.iav.com/career/,generic
529,EDAG,Fulda / multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.edag.com/de/karriere,generic
530,Bertrandt,Ehningen / multiple,"Automotive, Industrial, Robotics & Semiconductors",research_lead,https://www.bertrandt.com/karriere,generic
